Client_Number,Report_Number,RX_Type,Data_Date,Category,Product_Group,Bucket01,Bucket24,Bucket25,Prescriber_Name,Prescriber_Address,Prescriber_ZIP,SRA1_IMS_Doctor#,SRA2_Specialty,Client_Data
C981,R3863,B,20250304,2,171,0,0,0,Reginald Baker,"502 John Extension, Houston, TX, 77001",77001,ID00081,NEP,Aware Non-Prescriber
C195,R8901,T,20250421,3,171,0,0,0,Timothy Mccarthy,"3359 Harrell Center, Atlanta, GA, 30301",30301,ID00075,END,Aware Non-Prescriber
C945,R2562,T,20250121,2,173,0,24,24,Karen Moore,"1184 Rachel Mountains Apt. 047, Philadelphia, PA, 19103",19103,ID00098,NEP,Unaware
C493,R6902,T,20250123,3,171,0,0,0,Michelle Peters,"68718 Rivera Motorway, Philadelphia, PA, 19103",19103,ID00128,END,Competitor Loyalist
C141,R3870,B,20250406,3,171,14,48,62,Thomas Rhodes,"890 Dylan Trail, Atlanta, GA, 30301",30301,ID00010,NEP,High-Volume Loyalist
C180,R2403,B,20250129,1,171,13,48,61,Stephanie Hawkins,"2393 Oneill Corner, New York, NY, 10001",10001,ID00002,CAR,High-Volume Loyalist
C705,R3476,T,20250317,1,173,0,28,28,Scott Johnson,"09995 Charles Plain, Philadelphia, PA, 19103",19103,ID00132,CAR,Competitor Loyalist
C540,R3937,B,20250101,3,171,10,20,30,Kristin Woods,"6290 Harrington Pass, Atlanta, GA, 30301",30301,ID00032,NEP,Low-Volume Prescriber
C777,R5122,T,20250115,3,173,0,16,16,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP,Aware Non-Prescriber
C629,R5121,T,20250214,3,172,0,18,18,Alan Wilson,"562 Steele Brooks, Philadelphia, PA, 19103",19103,ID00073,END,Aware Non-Prescriber
C860,R9715,T,20250204,3,173,0,17,17,David Mccoy,"65524 Thomas Track, Chicago, IL, 60601",60601,ID00086,CAR,Unaware
C110,R1138,T,20250208,3,172,0,19,19,John Church,"5132 Crystal Prairie, Los Angeles, CA, 90001",90001,ID00135,NEP,Competitor Loyalist
C685,R9043,N,20250111,1,171,14,0,14,Robert Hernandez,"450 Michael Heights Suite 689, Atlanta, GA, 30301",30301,ID00050,CAR,New Adopter
C926,R1711,B,20250213,2,171,19,38,57,Michelle Elliott,"8851 Kevin Cliff, Atlanta, GA, 30301",30301,ID00001,CAR,High-Volume Loyalist
C828,R5066,B,20250126,2,171,6,11,17,Michael Campbell,"272 Glass Prairie, Atlanta, GA, 30301",30301,ID00045,END,Low-Volume Prescriber
C165,R8752,T,20250218,1,171,0,0,0,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP,Aware Non-Prescriber
C984,R8801,T,20250324,2,172,0,20,20,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP,Aware Non-Prescriber
C789,R9920,B,20250405,1,171,7,17,24,Tina Smith,"0220 Li Corner, Chicago, IL, 60601",60601,ID00029,NEP,Low-Volume Prescriber
C233,R3636,N,20250222,2,171,12,0,12,Jeremy Haynes,"4394 Gray Manor, New York, NY, 10001",10001,ID00065,NEP,New Adopter
C423,R5272,B,20250324,3,171,19,46,65,Jill King,"9346 Eric Highway, Los Angeles, CA, 90001",90001,ID00004,NEP,High-Volume Loyalist
C553,R5871,B,20250408,3,171,16,44,60,Clinton Diaz,"85425 Laura Summit Suite 944, Philadelphia, PA, 19103",19103,ID00009,END,High-Volume Loyalist
C234,R4387,T,20250225,3,172,0,14,14,Mrs. Kristin Rodriguez,"484 Caldwell Ways Apt. 822, New York, NY, 10001",10001,ID00105,NEP,Unaware
C271,R4454,T,20250401,3,173,0,10,10,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR,Competitor Loyalist
C177,R3924,T,20250219,3,173,0,16,16,Valerie Smith,"2865 Rodriguez Pike Apt. 296, New York, NY, 10001",10001,ID00080,NEP,Aware Non-Prescriber
C446,R3868,B,20250116,1,171,15,47,62,Paul Nelson PhD,"47328 Nancy Ville Suite 584, Atlanta, GA, 30301",30301,ID00019,END,High-Volume Loyalist
C562,R2481,N,20250415,3,171,0,0,0,Patrick Hall,"344 Williams Extension, Houston, TX, 77001",77001,ID00110,END,Managed Care Restricted
C502,R3572,T,20250210,2,173,0,28,28,Lori Clark,"889 Curtis Summit Apt. 266, Atlanta, GA, 30301",30301,ID00104,NEP,Unaware
C793,R4387,N,20250418,1,171,11,0,11,Dwayne Jones,"111 Vance Passage, Los Angeles, CA, 90001",90001,ID00054,END,New Adopter
C302,R8993,T,20250301,3,172,0,27,27,Audrey Ruiz,"8055 Martha Curve Apt. 773, Philadelphia, PA, 19103",19103,ID00100,END,Unaware
C661,R8913,T,20250405,2,173,0,10,10,John Thomas,"03583 Duncan Walk Apt. 643, Seattle, WA, 98101",98101,ID00102,CAR,Unaware
C489,R1719,N,20250216,3,171,0,0,0,Anthony Green,"47110 Contreras Shoal Suite 755, Atlanta, GA, 30301",30301,ID00111,CAR,Managed Care Restricted
C224,R2965,T,20250316,3,173,0,20,20,John Church,"5132 Crystal Prairie, Los Angeles, CA, 90001",90001,ID00135,NEP,Competitor Loyalist
C636,R9745,T,20250320,3,173,0,23,23,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END,Aware Non-Prescriber
C437,R9635,N,20250328,2,171,0,0,0,Erin Bautista,"17802 Morrison Club Suite 483, New York, NY, 10001",10001,ID00114,NEP,Managed Care Restricted
C652,R6119,T,20250327,3,173,0,18,18,Jessica Matthews,"0909 Miller Dam Apt. 891, Los Angeles, CA, 90001",90001,ID00130,END,Competitor Loyalist
C671,R7802,T,20250311,3,173,0,13,13,Cynthia Graves,"1646 Samuel Crescent Suite 809, New York, NY, 10001",10001,ID00095,NEP,Unaware
C756,R9901,B,20250427,2,171,7,17,24,Brian Webb,"98193 Donna Mill Suite 101, Los Angeles, CA, 90001",90001,ID00026,NEP,Low-Volume Prescriber
C598,R9633,B,20250113,2,171,20,48,68,John Campbell,"53474 Jeffrey Estates, Seattle, WA, 98101",98101,ID00016,END,High-Volume Loyalist
C230,R3639,T,20250101,1,172,0,12,12,Peter Morse,"83908 Garcia Turnpike, Chicago, IL, 60601",60601,ID00074,CAR,Aware Non-Prescriber
C715,R5668,B,20250322,1,171,6,18,24,Ruth Rodriguez,"72952 Anthony Ways, Houston, TX, 77001",77001,ID00041,CAR,Low-Volume Prescriber
C771,R3589,N,20250223,1,171,0,0,0,Michael Smith,"41758 Brian Prairie, Chicago, IL, 60601",60601,ID00106,CAR,Managed Care Restricted
C367,R9783,T,20250323,3,173,0,28,28,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END,Aware Non-Prescriber
C601,R2442,N,20250406,1,171,10,0,10,Eduardo Adams,"1440 Rodriguez Turnpike Suite 678, Houston, TX, 77001",77001,ID00057,END,New Adopter
C265,R6629,T,20250417,1,172,0,10,10,James Warner,"222 Joseph Land Apt. 785, New York, NY, 10001",10001,ID00083,END,Aware Non-Prescriber
C686,R3406,T,20250116,3,172,0,20,20,Peter Morse,"83908 Garcia Turnpike, Chicago, IL, 60601",60601,ID00074,CAR,Aware Non-Prescriber
C100,R6310,B,20250215,1,171,18,46,64,Stephanie Hawkins,"2393 Oneill Corner, New York, NY, 10001",10001,ID00002,CAR,High-Volume Loyalist
C955,R2702,B,20250419,3,171,0,0,0,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP,Aware Non-Prescriber
C666,R8091,N,20250307,3,171,8,0,8,John Allen,"6872 Katie Ford, Houston, TX, 77001",77001,ID00063,CAR,New Adopter
C271,R4454,T,20250401,3,173,0,27,27,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR,Competitor Loyalist
C482,R3555,T,20250124,3,172,0,23,23,John Jones,"27478 Holland Mountains, Philadelphia, PA, 19103",19103,ID00101,END,Unaware
C331,R6641,N,20250320,3,171,11,0,11,Eduardo Adams,"1440 Rodriguez Turnpike Suite 678, Houston, TX, 77001",77001,ID00057,END,New Adopter
C166,R1749,N,20250315,2,171,10,0,10,Eduardo Adams,"1440 Rodriguez Turnpike Suite 678, Houston, TX, 77001",77001,ID00057,END,New Adopter
C204,R4675,N,20250103,2,171,15,0,15,Jeffrey Norman,"2046 Steve River, Philadelphia, PA, 19103",19103,ID00064,NEP,New Adopter
C968,R3717,T,20250304,1,173,0,11,11,Jonathan Joseph,"5976 Cabrera Orchard Suite 124, Chicago, IL, 60601",60601,ID00072,CAR,Aware Non-Prescriber
C450,R9031,N,20250422,3,171,10,0,10,Caitlin Armstrong,"82936 Rebecca Drives, Chicago, IL, 60601",60601,ID00058,END,New Adopter
C359,R6024,T,20250121,2,173,0,14,14,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C553,R6772,T,20250308,3,173,0,26,26,John Garcia,"59147 Keith Drives, New York, NY, 10001",10001,ID00096,CAR,Unaware
C982,R1542,T,20250122,3,171,0,0,0,Scott Johnson,"09995 Charles Plain, Philadelphia, PA, 19103",19103,ID00132,CAR,Competitor Loyalist
C450,R7885,T,20250303,1,172,0,17,17,Tiffany Mckee,"9995 Hill Loop, Chicago, IL, 60601",60601,ID00087,CAR,Unaware
C317,R6813,B,20250303,2,171,12,45,57,Emma Moore,"7136 Stephanie Drive, Philadelphia, PA, 19103",19103,ID00008,CAR,High-Volume Loyalist
C710,R2391,B,20250215,2,171,15,48,63,Jillian Hall,"63505 Sheryl Mountains, Seattle, WA, 98101",98101,ID00015,CAR,High-Volume Loyalist
C143,R7643,T,20250211,3,172,0,15,15,Michael Garcia,"29926 Kathryn Overpass, Los Angeles, CA, 90001",90001,ID00140,END,Competitor Loyalist
C656,R6696,T,20250312,1,173,0,28,28,Stephen Lopez,"736 Graham Inlet, Atlanta, GA, 30301",30301,ID00091,CAR,Unaware
C154,R2659,N,20250317,2,171,10,0,10,Robert Hernandez,"450 Michael Heights Suite 689, Atlanta, GA, 30301",30301,ID00050,CAR,New Adopter
C259,R2747,T,20250416,3,172,0,27,27,Valerie Smith,"2865 Rodriguez Pike Apt. 296, New York, NY, 10001",10001,ID00080,NEP,Aware Non-Prescriber
C945,R2489,N,20250220,1,171,8,0,8,Cynthia French,"3991 Brennan Underpass, Philadelphia, PA, 19103",19103,ID00062,END,New Adopter
C489,R6188,B,20250323,1,171,15,47,62,Mark Hunt,"050 Smith Land Apt. 308, Seattle, WA, 98101",98101,ID00011,END,High-Volume Loyalist
C153,R4568,T,20250124,2,172,0,27,27,Amy Terry,"7327 Gary Ways Suite 354, Seattle, WA, 98101",98101,ID00089,NEP,Unaware
C468,R2767,T,20250324,3,172,0,20,20,Mr. Scott Lopez,"99002 Vasquez Island Apt. 417, New York, NY, 10001",10001,ID00103,CAR,Unaware
C597,R4139,N,20250124,1,171,0,0,0,Manuel Young,"36774 James Fords Apt. 798, New York, NY, 10001",10001,ID00093,NEP,Unaware
C656,R6696,T,20250312,1,172,0,23,23,Stephen Lopez,"736 Graham Inlet, Atlanta, GA, 30301",30301,ID00091,CAR,Unaware
C296,R5097,T,20250228,1,172,0,23,23,Eric Becker,"33578 Charles Camp Apt. 263, Seattle, WA, 98101",98101,ID00088,END,Unaware
C730,R5603,T,20250131,1,173,0,23,23,Luis Lozano,"59703 David Ford Apt. 715, Los Angeles, CA, 90001",90001,ID00131,END,Competitor Loyalist
C607,R1768,B,20250320,3,171,8,18,26,Douglas Mcclain,"09854 Barrett Stravenue, Philadelphia, PA, 19103",19103,ID00030,NEP,Low-Volume Prescriber
C112,R7737,T,20250415,1,173,0,21,21,John Church,"5132 Crystal Prairie, Los Angeles, CA, 90001",90001,ID00135,NEP,Competitor Loyalist
C428,R9419,T,20250205,3,172,0,13,13,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP,Aware Non-Prescriber
C137,R3319,T,20250427,1,173,0,23,23,Michael Garcia,"29926 Kathryn Overpass, Los Angeles, CA, 90001",90001,ID00140,END,Competitor Loyalist
C800,R6765,T,20250101,2,173,0,23,23,Lori Clark,"889 Curtis Summit Apt. 266, Atlanta, GA, 30301",30301,ID00104,NEP,Unaware
C184,R3077,T,20250204,2,173,0,22,22,Luis Lozano,"59703 David Ford Apt. 715, Los Angeles, CA, 90001",90001,ID00131,END,Competitor Loyalist
C714,R8133,B,20250414,1,171,0,0,0,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C215,R8889,T,20250330,2,171,0,0,0,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP,Competitor Loyalist
C289,R7078,N,20250110,3,171,14,0,14,Kaitlyn Schwartz,"863 Stacy Spurs Suite 299, Atlanta, GA, 30301",30301,ID00051,CAR,New Adopter
C582,R1372,T,20250207,2,172,0,11,11,John Thomas,"03583 Duncan Walk Apt. 643, Seattle, WA, 98101",98101,ID00102,CAR,Unaware
C607,R4203,B,20250214,2,171,6,20,26,Daniel Smith,"404 Brenda Plains Suite 108, Atlanta, GA, 30301",30301,ID00034,END,Low-Volume Prescriber
C776,R5843,B,20250209,1,171,11,40,51,Dr. Cynthia Miller,"725 Mills Forge, Seattle, WA, 98101",98101,ID00020,NEP,High-Volume Loyalist
C486,R6868,T,20250101,3,173,0,28,28,Stephen Lopez,"736 Graham Inlet, Atlanta, GA, 30301",30301,ID00091,CAR,Unaware
C861,R7814,T,20250214,3,172,0,23,23,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP,Unaware
C872,R1815,B,20250422,1,171,12,35,47,Jillian Hall,"63505 Sheryl Mountains, Seattle, WA, 98101",98101,ID00015,CAR,High-Volume Loyalist
C521,R8161,T,20250310,2,171,0,0,0,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END,Aware Non-Prescriber
C112,R5731,T,20250420,2,172,0,20,20,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR,Competitor Loyalist
C255,R9115,B,20250330,2,171,16,50,66,Mark Hunt,"050 Smith Land Apt. 308, Seattle, WA, 98101",98101,ID00011,END,High-Volume Loyalist
C810,R9117,B,20250418,1,171,15,43,58,Thomas Rhodes,"890 Dylan Trail, Atlanta, GA, 30301",30301,ID00010,NEP,High-Volume Loyalist
C578,R2240,T,20250131,2,173,0,20,20,James Rhodes,"28272 Mary Lane, Houston, TX, 77001",77001,ID00136,CAR,Competitor Loyalist
C224,R1782,B,20250408,2,171,13,39,52,Paul Nelson PhD,"47328 Nancy Ville Suite 584, Atlanta, GA, 30301",30301,ID00019,END,High-Volume Loyalist
C987,R3078,B,20250116,2,171,5,14,19,Brian Roberts,"4298 Lowery Garden Suite 160, Los Angeles, CA, 90001",90001,ID00039,CAR,Low-Volume Prescriber
C122,R4046,T,20250105,3,173,0,18,18,Tiffany Mckee,"9995 Hill Loop, Chicago, IL, 60601",60601,ID00087,CAR,Unaware
C654,R7014,N,20250413,2,171,0,0,0,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END,Unaware
C119,R8720,T,20250302,3,171,0,0,0,Michael Garcia,"29926 Kathryn Overpass, Los Angeles, CA, 90001",90001,ID00140,END,Competitor Loyalist
C777,R4733,B,20250313,1,171,11,31,42,Michelle Elliott,"8851 Kevin Cliff, Atlanta, GA, 30301",30301,ID00001,CAR,High-Volume Loyalist
C787,R4842,T,20250210,2,173,0,16,16,Amy Ward,"777 Aaron Junctions, Philadelphia, PA, 19103",19103,ID00070,CAR,Aware Non-Prescriber
C549,R1175,T,20250408,1,173,0,13,13,Suzanne Barnett,"169 Carol Lights Apt. 195, New York, NY, 10001",10001,ID00078,CAR,Aware Non-Prescriber
C844,R1134,N,20250331,2,171,0,0,0,Tiffany Mckee,"9995 Hill Loop, Chicago, IL, 60601",60601,ID00087,CAR,Unaware
C678,R3450,T,20250208,3,172,0,22,22,Katrina Torres,"4105 King Ridges Apt. 254, Seattle, WA, 98101",98101,ID00099,NEP,Unaware
C878,R5016,B,20250407,1,171,10,18,28,Heather Hall,"185 Peterson Unions, Atlanta, GA, 30301",30301,ID00044,CAR,Low-Volume Prescriber
C802,R9759,N,20250211,3,171,11,0,11,Amanda Gillespie,"16188 Krystal Place, Atlanta, GA, 30301",30301,ID00055,NEP,New Adopter
C923,R2492,T,20250119,2,172,0,23,23,Stephen Smith,"295 Randolph Skyway, Philadelphia, PA, 19103",19103,ID00077,END,Aware Non-Prescriber
C137,R3319,T,20250427,1,171,0,0,0,Michael Garcia,"29926 Kathryn Overpass, Los Angeles, CA, 90001",90001,ID00140,END,Competitor Loyalist
C296,R4545,B,20250208,1,171,18,35,53,Emma Moore,"7136 Stephanie Drive, Philadelphia, PA, 19103",19103,ID00008,CAR,High-Volume Loyalist
C598,R1718,T,20250414,2,173,0,14,14,Dean Dunn,"68691 Candace Center, Los Angeles, CA, 90001",90001,ID00067,NEP,Aware Non-Prescriber
C600,R2489,B,20250327,1,171,10,19,29,Erin Simmons,"2413 Donna Village, New York, NY, 10001",10001,ID00028,NEP,Low-Volume Prescriber
C770,R6530,B,20250312,1,171,8,18,26,Tina Wilson,"63359 Blake Center, Philadelphia, PA, 19103",19103,ID00031,NEP,Low-Volume Prescriber
C994,R1202,N,20250418,2,171,15,0,15,Robert Ramirez,"28928 Jeffrey Circle Apt. 512, Atlanta, GA, 30301",30301,ID00052,NEP,New Adopter
C954,R5091,T,20250125,1,173,0,10,10,Valerie Smith,"2865 Rodriguez Pike Apt. 296, New York, NY, 10001",10001,ID00080,NEP,Aware Non-Prescriber
C211,R3357,T,20250322,2,171,0,0,0,Bryan Johnson,"714 Watkins Unions Suite 059, Philadelphia, PA, 19103",19103,ID00137,END,Competitor Loyalist
C668,R8081,T,20250401,2,172,0,27,27,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END,Aware Non-Prescriber
C859,R2279,T,20250228,3,171,0,0,0,Jessica Matthews,"0909 Miller Dam Apt. 891, Los Angeles, CA, 90001",90001,ID00130,END,Competitor Loyalist
C143,R7643,T,20250211,3,172,0,15,15,Michael Garcia,"29926 Kathryn Overpass, Los Angeles, CA, 90001",90001,ID00140,END,Competitor Loyalist
C286,R3238,N,20250418,1,171,0,0,0,David Mccoy,"65524 Thomas Track, Chicago, IL, 60601",60601,ID00086,CAR,Unaware
C706,R9939,B,20250214,1,171,9,13,22,Amanda Thompson,"199 Angela Circles, New York, NY, 10001",10001,ID00035,NEP,Low-Volume Prescriber
C560,R6483,T,20250228,3,173,0,13,13,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END,Aware Non-Prescriber
C797,R8548,T,20250405,2,173,0,27,27,Paul Solomon,"98394 Leroy Garden Apt. 332, Houston, TX, 77001",77001,ID00079,END,Aware Non-Prescriber
C894,R9289,T,20250226,1,173,0,19,19,Tiffany Gonzalez,"266 Robertson Heights, Los Angeles, CA, 90001",90001,ID00092,END,Unaware
C633,R3001,T,20250404,3,172,0,10,10,Amy Terry,"7327 Gary Ways Suite 354, Seattle, WA, 98101",98101,ID00089,NEP,Unaware
C549,R2923,B,20250225,2,171,7,11,18,Dylan George,"894 Davis Lakes Suite 123, Philadelphia, PA, 19103",19103,ID00038,END,Low-Volume Prescriber
C362,R1804,T,20250329,3,173,0,26,26,Lisa Guerrero,"897 Amanda Circles, Houston, TX, 77001",77001,ID00094,NEP,Unaware
C933,R2636,T,20250313,3,171,0,0,0,Jill Taylor,"10380 Owens Pine, Chicago, IL, 60601",60601,ID00082,END,Aware Non-Prescriber
C137,R3381,N,20250323,2,171,0,0,0,Pamela Davis,"26187 Lee View, Atlanta, GA, 30301",30301,ID00113,END,Managed Care Restricted
C151,R3131,N,20250309,2,171,0,0,0,Jessica Chan,"3929 William Court Suite 842, Seattle, WA, 98101",98101,ID00122,END,Managed Care Restricted
C632,R1117,T,20250313,3,173,0,20,20,Tammy Rose,"86335 Lawson Ranch Apt. 743, Los Angeles, CA, 90001",90001,ID00076,END,Aware Non-Prescriber
C749,R3360,T,20250410,3,172,0,12,12,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END,Aware Non-Prescriber
C587,R9724,T,20250228,2,173,0,16,16,Sandra Mccoy,"96055 Megan Valley, Seattle, WA, 98101",98101,ID00133,CAR,Competitor Loyalist
C889,R6478,T,20250408,1,173,0,20,20,Karen Moore,"1184 Rachel Mountains Apt. 047, Philadelphia, PA, 19103",19103,ID00098,NEP,Unaware
C764,R6198,N,20250402,2,171,15,0,15,Jodi Griffith,"37360 Beth Coves Apt. 692, Seattle, WA, 98101",98101,ID00048,CAR,New Adopter
C340,R5451,B,20250203,2,171,11,39,50,Kristin Elliott,"294 Schroeder Garden Apt. 703, Houston, TX, 77001",77001,ID00006,END,High-Volume Loyalist
C988,R7332,T,20250101,2,172,0,17,17,Mr. Scott Lopez,"99002 Vasquez Island Apt. 417, New York, NY, 10001",10001,ID00103,CAR,Unaware
C122,R4046,T,20250105,3,172,0,10,10,Tiffany Mckee,"9995 Hill Loop, Chicago, IL, 60601",60601,ID00087,CAR,Unaware
C164,R9856,T,20250302,2,172,0,10,10,Tina Reed,"19172 Miller Vista, Philadelphia, PA, 19103",19103,ID00139,END,Competitor Loyalist
C174,R7120,N,20250408,1,171,13,0,13,Jodi Griffith,"37360 Beth Coves Apt. 692, Seattle, WA, 98101",98101,ID00048,CAR,New Adopter
C835,R6640,T,20250426,2,172,0,25,25,Michelle Ross,"5963 Connor Spring, Houston, TX, 77001",77001,ID00127,NEP,Competitor Loyalist
C565,R9346,T,20250319,1,171,0,0,0,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP,Competitor Loyalist
C584,R2874,B,20250319,1,171,13,34,47,James Bradford,"48045 Natasha Vista Suite 907, Seattle, WA, 98101",98101,ID00007,END,High-Volume Loyalist
C946,R3450,T,20250101,1,172,0,29,29,Timothy Mccarthy,"3359 Harrell Center, Atlanta, GA, 30301",30301,ID00075,END,Aware Non-Prescriber
C723,R4920,B,20250302,1,171,10,50,60,Mark Hunt,"050 Smith Land Apt. 308, Seattle, WA, 98101",98101,ID00011,END,High-Volume Loyalist
C295,R6254,T,20250214,2,173,0,12,12,John Jones,"27478 Holland Mountains, Philadelphia, PA, 19103",19103,ID00101,END,Unaware
C298,R1025,N,20250330,2,171,0,0,0,Kevin Vaughan,"66337 Lyons Island, Atlanta, GA, 30301",30301,ID00115,CAR,Managed Care Restricted
C837,R1020,N,20250212,2,171,9,0,9,Heidi Lucero,"5415 Billy Key, Seattle, WA, 98101",98101,ID00049,NEP,New Adopter
C410,R1172,T,20250220,2,171,0,0,0,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END,Aware Non-Prescriber
C451,R9765,T,20250318,1,172,0,13,13,Jessica Matthews,"0909 Miller Dam Apt. 891, Los Angeles, CA, 90001",90001,ID00130,END,Competitor Loyalist
C601,R4109,N,20250309,3,171,0,0,0,Stephen Lopez,"736 Graham Inlet, Atlanta, GA, 30301",30301,ID00091,CAR,Unaware
C686,R7456,T,20250114,1,171,0,0,0,John Walsh,"0193 Mcclain Circles Suite 081, Philadelphia, PA, 19103",19103,ID00069,END,Aware Non-Prescriber
C279,R2343,T,20250302,3,173,0,10,10,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END,Aware Non-Prescriber
C279,R2343,T,20250302,3,172,0,22,22,Bonnie Davis,"5907 Angela Valley, New York, NY, 10001",10001,ID00071,END,Aware Non-Prescriber
C505,R4982,T,20250314,1,172,0,10,10,Jeffrey Salazar,"8770 Thomas Wells Apt. 251, New York, NY, 10001",10001,ID00090,NEP,Unaware
C521,R8161,T,20250310,2,173,0,23,23,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END,Aware Non-Prescriber
C685,R4212,T,20250218,3,173,0,27,27,Audrey Ruiz,"8055 Martha Curve Apt. 773, Philadelphia, PA, 19103",19103,ID00100,END,Unaware
C614,R2738,T,20250329,1,173,0,13,13,Dr. Joseph Hughes,"89401 Robert Run Apt. 512, Atlanta, GA, 30301",30301,ID00068,CAR,Aware Non-Prescriber
C146,R7563,B,20250402,2,171,8,15,23,Dr. Ann Richards,"943 Valdez Haven, Chicago, IL, 60601",60601,ID00023,NEP,Low-Volume Prescriber
C165,R8752,T,20250218,1,172,0,18,18,Tammy Rivera,"7813 Bradshaw Lane, Los Angeles, CA, 90001",90001,ID00084,NEP,Aware Non-Prescriber
C988,R7332,N,20250101,2,171,0,0,0,Mr. Scott Lopez,"99002 Vasquez Island Apt. 417, New York, NY, 10001",10001,ID00103,CAR,Unaware
C913,R5127,T,20250108,1,172,0,16,16,Dr. Joseph Hughes,"89401 Robert Run Apt. 512, Atlanta, GA, 30301",30301,ID00068,CAR,Aware Non-Prescriber
C939,R8373,T,20250222,3,172,0,24,24,Renee Montoya,"42137 Susan Groves Suite 215, Houston, TX, 77001",77001,ID00129,NEP,Competitor Loyalist
C415,R6992,T,20250412,1,173,0,24,24,Brittany Christensen,"828 Brandon Square Apt. 201, Chicago, IL, 60601",60601,ID00085,END,Aware Non-Prescriber
C379,R8381,B,20250408,2,171,5,20,25,Jonathan Lee,"582 Allison Glens Apt. 728, Chicago, IL, 60601",60601,ID00033,NEP,Low-Volume Prescriber
C817,R5951,B,20250322,1,171,20,44,64,Mariah Bailey,"1518 Austin Knoll, Philadelphia, PA, 19103",19103,ID00013,CAR,High-Volume Loyalist
C971,R5552,T,20250304,1,172,0,10,10,Luis Lozano,"59703 David Ford Apt. 715, Los Angeles, CA, 90001",90001,ID00131,END,Competitor Loyalist
